Token	NER
Madrid	B-LOC
ciertos	O
hombres	O
Fabio	O
que	O
sueñan	O
despiertos	O
ellos	O
se	O
entienden	O
Mañana	O
según	O
se	O
dice	O
saldremos	O
que	O
hoy	O
ha	O
salido	O
la	O
casa	O
de	O
aquel	O
príncipe	O
supremo	O
excelentísimo	O
duque	O
de	O
Lerma	O
Pasa	O
en	O
silencio	O
tan	O
alta	O
grandeza	O
Fabio	O
que	O
ni	O
romanos	O
ni	O
griegos	O
desde	O
César	O
a	O
Alejandro	O
tal	O
ostentación	O
hicieron	O
De	O
sola	O
aquesta	O
salida	O
puede	O
escribirte	O
prometo	O
un	O
libro	O
un	O
historiador	O
fabio	O
marcelo	O
fabio	O
marcelo	O
fabio	O
dos	O
horas	O
enteras	O
pienso	O
que	O
tardó	O
en	O
pasar	O
su	O
casa	O
Qué	O
plata	O
qué	O
reposteros	O
Qué	O
orden	O
qué	O
majestad	O
Vive	O
Dios	O
que	O
estoy	O
suspenso	O
No	O
pensé	O
envidiar	O
jamás	O
ser	O
acémila	O
yo	O
y	O
creo	O
que	O
lo	O
fuera	O
por	O
cubrirme	O
de	O
plata	O
y	O
oro	O
hasta	O
el	O
suelo	O
Mañana	O
dicen	O
que	O
vamos	O
a	O
Quintanapalla	O
Tengo	O
escrita	O
Fabio	O
a	O
Belisa	O
una	O
media	O
carta	O
en	O
verso	O
Tú	O
has	O
de	O
ir	O
por	O
la	O
posta	O
allá	O
Cien	O
escudos	O
te	O
prometo	O
si	O
antes	O
de	O
llegar	O
a	O
Irún	B-LOC
letra	O
de	O
Belisa	O
veo	O
Ea	O
qué	O
me	O
estás	O
mirando	O
Agora	O
tenemos	O
eso	O
Ello	O
has	O
de	O
hacer	O
Ahora	O
bien	O
por	O
ir	O
a	O
Madrid	B-LOC
me	O
huelgo	O
mas	O
porque	O
de	O
versos	O
tratas	O
marcelo	O
fabio	O
marcelo	O
fabio	O
marcelo	O
hoy	O
en	O
un	O
corrillo	O
dieron	O
cuatro	O
versos	O
de	O
una	O
glosa	O
a	O
estos	O
altos	O
casamientos	O
Tienes	O
el	O
papel	O
Pues	O
no	O
Muestra	O
Lee	O
recio	O
Leo	O
Parte	O
XI	O
fabio	O
marcelo	O
fabio	O
marcelo	O
fabio	O
marcelo	O
fabio	O
Lea	O
«Por	O
una	O
enigma	O
tan	O
alta	O
triunfos	O
España	B-LOC
apercibe	O
pues	O
dando	O
lo	O
que	O
recibe	O
le	O
queda	O
lo	O
que	O
le	O
falta»	O
Brava	O
por	O
Dios	O
Es	O
notable	O
Y	O
el	O
tercer	O
verso	O
imposible	O
Yo	O
la	O
tengo	O
por	O
posible	O
a	O
un	O
ingenio	O
razonable	O
Pues	O
yo	O
la	O
quiero	O
glosar	O
mientras	O
a	O
Madrid	B-LOC
te	O
envío	O
Si	O
la	O
glosas	O
yo	O
te	O
fío	O
el	O
premio	O
Yo	O
he	O
de	O
probar	O
Busca	O
posta	O
que	O
en	O
un	O
día	O
has	O
de	O
ver	O
a	O
mi	O
sirena	O
Dios	O
me	O
la	O
depare	O
buena	O
como	O
el	O
médico	O
decía	O
acto	O
tercero	O
Salen	O
Belisa	O
y	O
Liseo	O
belisa	O
liseo	O
belisa	O
liseo	O
belisa	O
liseo	O
Parécete	O
que	O
será	O
yerro	O
que	O
lo	O
miré	O
ansí	O
Basta	O
Belisa	O
que	O
en	O
ti	O
es	O
lo	O
más	O
difícil	O
ya	O
lo	O
que	O
en	O
todas	O
las	O
mujeres	O
es	O
más	O
fácil	O
Desear	O
muchas	O
casarse	O
hace	O
errar	O
los	O
más	O
de	O
sus	O
pareceres	O
Yo	O
no	O
quiero	O
en	O
una	O
cosa	O
que	O
es	O
para	O
toda	O
la	O
vida	O
ser	O
necia	O
o	O
ser	O
atrevida	O
Pues	O
qué	O
serás	O
Melindrosa	O
Los	O
hombres	O
podéis	O
casar	O
más	O
fácilmente	O
os	O
prometo	O
porque	O
si	O
erráis	O
en	O
efeto	O
tenéis	O
adonde	O
apelar	O
Pero	O
una	O
mujer	O
Liseo	O
es	O
infierno	O
en	O
su	O
elección	O
que	O
no	O
tiene	O
redención	O
Que	O
has	O
de	O
enloquecerme	O
creo	O
propóngote	O
mil	O
maridos	O
y	O
en	O
llegando	O
a	O
ejecutallos	O
todo	O
para	O
en	O
despreciallos	O
y	O
todos	O
se	O
van	O
corridos	O
Pues	O
quiero	O
hermana	O
que	O
notes	O
que	O
un	O
loco	O
en	O
Toledo	B-LOC
había	O
que	O
tu	O
condición	O
tenía	O
único	O
en	O
hacer	O
virotes	O
Parte	O
XI	O
belisa	O
liseo	O
todo	O
el	O
día	O
los	O
labraba	O
dentro	O
de	O
aquella	O
prisión	O
y	O
hasta	O
dalles	O
perfeción	O
los	O
miraba	O
y	O
remiraba	O
Deseaban	O
mil	O
crïados	O
de	O
señores	O
que	O
les	O
diese	O
alguno	O
y	O
como	O
él	O
le	O
viese	O
perfeto	O
por	O
los	O
dos	O
lados	O
poníale	O
en	O
las	O
rodillas	O
cuando	O
alargaban	O
los	O
brazos	O
y	O
haciéndoles	O
dos	O
pedazos	O
arrojaba	O
las	O
astillas	O
Así	O
tú	O
con	O
manos	O
necias	O
en	O
teniendo	O
en	O
perfeción	O
un	O
novio	O
sin	O
discreción	O
le	O
rompes	O
y	O
le	O
desprecias	O
No	O
me	O
has	O
comparado	O
bien	O
porque	O
aquello	O
fue	O
locura	O
y	O
esto	O
es	O
prudencia	O
Segura	O
estás	O
que	O
intento	O
tu	O
bien	O
Si	O
fue	O
pasión	O
por	O
Marcelo	O
ya	O
se	O
fue	O
Qué	O
puedo	O
hacer	O
Ynovesqueestohadeser	O
por	O
disposición	O
del	O
cielo	O
Con	O
tantas	O
faltas	O
le	O
nota	O
a	O
todo	O
novio	O
tu	O
intento	O
que	O
has	O
hecho	O
tu	O
casamiento	O
como	O
juego	O
de	O
pelota	O
Di	O
«vale»	O
una	O
vez	O
Belisa	O
belisa	O
liseo	O
belisa	O
quiere	O
un	O
envite	O
y	O
acaba	O
Aquel	O
proverbio	O
miraba	O
«con	O
espacio	O
date	O
prisa»	O
Pero	O
pues	O
tanta	O
me	O
das	O
yo	O
me	O
resuelvo	O
en	O
Fineo	O
Con	O
eso	O
me	O
voy	O
mas	O
creo	O
que	O
antes	O
que	O
salga	O
dirás	O
que	O
otras	O
tantas	O
faltas	O
tiene	O
que	O
los	O
demás	O
Para	O
mí	O
yo	O
se	O
las	O
doy	O
desde	O
aquí	O
pues	O
que	O
Marcelo	O
no	O
viene	O
Vase	O
Liseo	O
Mujeres	O
que	O
a	O
casar	O
tan	O
fácilmente	O
dais	O
el	O
oído	O
sin	O
mirar	O
el	O
daño	O
que	O
os	O
puede	O
resultar	O
de	O
un	O
hombre	O
estraño	O
como	O
os	O
podéis	O
casar	O
por	O
acidente	O
Si	O
vuestra	O
libertad	O
eternamente	O
en	O
dos	O
letras	O
de	O
un	O
«sí»	O
cierra	O
el	O
engaño	O
por	O
qué	O
con	O
tanto	O
ejemplo	O
y	O
desengaño	O
su	O
mal	O
ninguna	O
en	O
el	O
ajeno	O
siente	O
Bien	O
sé	O
que	O
dicen	O
que	O
es	O
mortal	O
disgusto	O
casar	O
por	O
amorosas	O
fantasías	O
y	O
que	O
el	O
concierto	O
es	O
más	O
seguro	O
y	O
justo	O
Digan	O
lo	O
que	O
quisieren	O
sus	O
porfías	O
que	O
la	O
mujer	O
que	O
casa	O
con	O
su	O
gusto	O
por	O
lo	O
menos	O
le	O
tiene	O
algunos	O
días	O
inés	O
belisa	O
inés	O
belisa	O
inés	O
belisa	O
inés	O
belisa	O
Sale	O
Inés	O
Cómo	O
albricias	O
no	O
me	O
das	O
Vino	O
Marcelo	O
Su	O
sombra	O
Fabio	O
El	O
mismo	O
Al	O
fin	O
se	O
nombra	O
efeto	O
del	O
sol	O
qué	O
hay	O
más	O
No	O
has	O
visto	O
un	O
Judas	O
colgado	O
en	O
una	O
parroquia	O
pobre	O
Pues	O
tal	O
viene	O
Ay	O
entre	O
y	O
cobre	O
la	O
vida	O
que	O
me	O
han	O
quitado	O
Sale	O
Fabio	O
con	O
un	O
sombrero	O
francés	O
y	O
un	O
fieltro	O
viejo	O
unas	O
botazas	O
y	O
un	O
azote	O
fabio	O
inés	O
belisa	O
fabio	O
belisa	O
Paz	O
sea	O
en	O
aquesta	O
casa	O
Y	O
será	O
la	O
paz	O
de	O
Judas	O
Fabio	O
Pues	O
aún	O
no	O
te	O
mudas	O
siquiera	O
a	O
ver	O
lo	O
que	O
pasa	O
Tenemos	O
ya	O
novedad	O
No	O
te	O
alegras	O
de	O
mirarme	O
De	O
qué	O
tengo	O
de	O
alegrarme	O
inés	O
fabio	O
belisa	O
fabio	O
belisa	O
fabio	O
Muy	O
linda	O
fiesta	O
en	O
verdad	O
ver	O
metido	O
un	O
salchichón	O
en	O
un	O
fieltro	O
y	O
un	O
sombrero	O
Buenas	O
albricias	O
espero	O
pues	O
cuarenta	O
leguas	O
son	O
las	O
que	O
he	O
venido	O
hasta	O
aquí	O
por	O
arte	O
del	O
diablo	O
Muestra	O
la	O
carta	O
Es	O
desdicha	O
nuestra	O
no	O
hallar	O
jamás	O
gracia	O
en	O
ti	O
Dónde	O
queda	O
tu	O
señor	O
Abra	O
Camina	O
a	O
Fuenterrabía	B-LOC
y	O
yo	O
pienso	O
que	O
podría	O
por	O
mí	O
decirlo	O
mejor	O
que	O
cuatro	O
postas	O
arreo	O
más	O
que	O
postas	O
melecinas	O
me	O
han	O
dejado	O
más	O
ruïnas	O
que	O
al	O
romano	O
Culiseo	O
Lea	O
«Belisa	O
yo	O
voy	O
sin	O
ti	O
pero	O
con	O
tantos	O
cuidados	O
que	O
ellos	O
me	O
llevan	O
a	O
Burgos	B-LOC
pues	O
yo	O
no	O
siento	O
los	O
pasos	O
Si	O
creo	O
que	O
voy	O
conmigo	O
son	O
ilusiones	O
y	O
engaños	O
belisa	O
fabio	O
belisa	O
pues	O
mientras	O
más	O
tierra	O
piso	O
más	O
atrás	O
me	O
voy	O
quedando	O
Desdichado	O
por	O
tu	O
ausencia	O
piso	O
de	O
Lerma	O
los	O
campos	O
el	O
primero	O
que	O
en	O
el	O
mundo	O
llegó	O
a	O
Lerma	O
desdichado»	O
No	O
lo	O
entiendo	O
Dice	O
bien	O
porque	O
a	O
príncipe	O
tan	O
alto	O
nadie	O
le	O
vio	O
que	O
no	O
fuese	O
dichoso	O
Bien	O
dicho	O
Fabio	O
Lea	O
«No	O
sé	O
qué	O
traigo	O
sin	O
ti	O
mas	O
pienso	O
que	O
celos	O
traigo	O
infames	O
para	O
sufrillos	O
terribles	O
para	O
nombrallos	O
Qué	O
importa	O
que	O
en	O
Madrid	B-LOC
quedes	O
lugar	O
de	O
quien	O
salen	O
tantos	O
si	O
queda	O
en	O
él	O
uno	O
solo	O
que	O
es	O
causa	O
de	O
mis	O
agravios	O
Huélgome	O
que	O
es	O
hasta	O
Francia	B-LOC
la	O
jornada	O
que	O
llevamos	O
que	O
quiero	O
sacar	O
de	O
España	B-LOC
amor	O
tan	O
desatinado	O
Traducir	O
pienso	O
en	O
París	O
la	O
historia	O
de	O
mis	O
cuidados	O
de	O
castellano	O
en	O
francés	O
porque	O
no	O
la	O
entiendan	O
tantos	O
que	O
aún	O
hay	O
en	O
él	O
hermosuras	O
Parte	O
XI	O
fabio	O
belisa	O
fabio	O
belisa	O
que	O
con	O
firmeza	O
han	O
quedado	O
desde	O
que	O
lloró	O
Belerma	O
un	O
corazón	O
tantos	O
años»	O
No	O
leo	O
más	O
Por	O
qué	O
no	O
Porque	O
solo	O
le	O
ha	O
faltado	O
a	O
cada	O
copla	O
de	O
aquestas	O
«ay	O
ay	O
ay»	O
Rigor	O
estraño	O
Pues	O
Fabio	O
si	O
allá	O
hay	O
Belermas	O
dile	O
a	O
tu	O
dueño	O
engañado	O
que	O
en	O
Madrid	B-LOC
hay	O
Durandartes	O
menos	O
firmes	O
y	O
más	O
sabios	O
que	O
dan	O
corazones	O
de	O
oro	O
con	O
diamantes	O
que	O
más	O
años	O
duran	O
y	O
con	O
más	O
provecho	O
y	O
si	O
no	O
pide	O
un	O
traslado	O
al	O
célebre	O
don	O
Luïs	O
de	O
Góngora	O
que	O
guardado	O
dijo	O
que	O
tuvo	O
Belerma	O
ese	O
corazón	O
siete	O
años	O
envuelto	O
en	O
un	O
paño	O
sucio	O
Luego	O
bien	O
nos	O
vendrá	O
a	O
entrambos	O
ay	O
ay	O
ay	O
A	O
escribir	O
voy	O
Vase	O
fabio	O
belisa	O
fabio	O
inés	O
fabio	O
lucindo	O
Inés	O
qué	O
es	O
esto	O
Es	O
el	O
diablo	O
Fabio	O
que	O
anda	O
en	O
Cantillana	O
Pues	O
Inés	O
exorcizallo	O
con	O
el	O
hisopo	O
del	O
cura	O
que	O
fue	O
sacristán	O
de	O
faunos	O
[Váyanse	O
Inés	O
y	O
Fabio]	O
Salen	O
Lucindo	O
y	O
Marcelo	O
Desde	O
Briviesca	B-LOC
ha	O
dado	O
por	O
traer	O
algo	O
su	O
persona	O
enferma	O
la	O
vuelta	O
con	O
cuidado	O
el	O
duque	O
excelentísimo	O
de	O
Lerma	O
a	O
Burgos	B-LOC
donde	O
queda	O
el	O
Príncipe	O
y	O
por	O
él	O
vino	O
el	O
de	O
Uceda	O
Su	O
Majestad	O
que	O
estaba	O
ya	O
de	O
la	O
Reina	O
despedido	O
vino	O
de	O
Burgos	B-LOC
que	O
animaba	O
paterno	O
amor	O
su	O
gusto	O
a	O
este	O
camino	O
de	O
un	O
ángel	O
en	O
belleza	O
honra	O
de	O
la	O
real	O
naturaleza	O
En	O
la	O
Virgen	O
que	O
llaman	O
de	O
Gamonal	O
vi	O
despedir	O
las	O
damas	O
Parte	O
XI	O
lucindo	O
marcelo	O
lucindo	O
marcelo	O
lucindo	O
marcelo	O
Quieren	O
adoran	O
aman	O
su	O
reina	O
con	O
razón	O
Las	O
vivas	O
llamas	O
del	O
sol	O
el	O
amoroso	O
llanto	O
templara	O
al	O
caso	O
lastimoso	O
Besábanle	O
la	O
mano	O
y	O
ella	O
en	O
el	O
cuello	O
el	O
brazo	O
les	O
ponía	O
que	O
el	O
otro	O
aunque	O
era	O
en	O
vano	O
el	O
llanto	O
a	O
las	O
estrellas	O
suspendía	O
de	O
aquel	O
cielo	O
sereno	O
y	O
un	O
lienzo	O
que	O
de	O
perlas	O
quedó	O
lleno	O
Desde	O
Briviesca	B-LOC
a	O
Aranda	B-LOC
de	O
ella	O
a	O
Vitoria	B-LOC
y	O
de	O
esta	O
hasta	O
Salinas	B-LOC
cortas	O
jornadas	O
anda	O
Por	O
Dios	O
que	O
son	O
Lucindo	O
peregrinas	O
las	O
costumbres	O
y	O
el	O
traje	O
de	O
Guipúzcoa	B-LOC
Esto	O
llaman	O
el	O
Pasaje	O
desde	O
aquí	O
a	O
Rentería	O
han	O
de	O
ir	O
Sus	O
Majestades	O
en	O
su	O
barca	O
Qué	O
brava	O
infantería	O
tiene	O
esta	O
tierra	O
lucindo	O
marcelo	O
lucindo	O
marcelo	O
lucindo	O
marcelo	O
lucindo	O
marcelo	O
lucindo	O
En	O
cuanto	O
el	O
mundo	O
abarca	O
no	O
hay	O
mejores	O
soldados	O
más	O
prevenidos	O
ni	O
más	O
bien	O
armados	O
De	O
todos	O
los	O
lugares	O
de	O
la	O
provincia	O
salen	O
compañías	O
Es	O
justo	O
que	O
repares	O
que	O
es	O
cuidado	O
también	O
por	O
muchos	O
días	O
del	O
virrey	O
de	O
Navarra	B-LOC
Qué	O
brava	O
soldadesca	O
Qué	O
bizarra	O
En	O
toda	O
Italia	B-LOC
y	O
Flandes	B-LOC
es	O
don	O
Alonso	O
Idiáquez	O
celebrado	O
por	O
hazañas	O
tan	O
grandes	O
que	O
fue	O
del	O
rey	O
Enrique	O
siempre	O
honrado	O
del	O
de	O
Parma	O
y	O
de	O
Fuentes	O
que	O
fueron	O
capitanes	O
excelentes	O
La	O
tierra	O
es	O
paraíso	O
y	O
la	O
vista	O
en	O
estremo	O
deleitosa	O
Entre	O
montañas	O
quiso	O
naturaleza	O
ser	O
tan	O
cuidadosa	O
que	O
son	O
sus	O
hermosuras	O
más	O
que	O
humanas	O
angélicas	O
criaturas	O
Ellas	O
son	O
los	O
remeros	O
de	O
aquestas	O
barcas	O
del	O
Pasaje	O
Hay	O
cosa	O
marcelo	O
lucindo	O
marcelo	O
lucindo	O
marcelo	O
lucindo	O
como	O
ver	O
cuán	O
ligeros	O
conducen	O
a	O
la	O
orilla	O
venturosa	O
sus	O
popas	O
enramadas	O
de	O
laureles	O
y	O
flores	O
coronadas	O
Parece	O
que	O
se	O
alarga	O
este	O
brazo	O
que	O
el	O
mar	O
tiene	O
encogido	O
porque	O
con	O
mano	O
larga	O
reciba	O
su	O
señor	O
recién	O
venido	O
Como	O
sus	O
naturales	O
se	O
preciarán	O
sus	O
aguas	O
de	O
leales	O
Del	O
duque	O
de	O
Pastrana	O
trae	O
música	O
el	O
barco	O
vizcaína	O
En	O
lengua	O
castellana	O
cantan	O
Del	O
barco	O
sale	O
a	O
la	O
marina	O
Ya	O
de	O
España	B-LOC
el	O
monarca	O
con	O
la	O
Reina	O
también	O
entra	O
en	O
la	O
barca	O
Si	O
quisieren	O
la	O
podrán	O
hacer	O
y	O
dará	O
vuelta	O
con	O
las	O
dos	O
personas	O
reales	O
sentadas	O
y	O
toda	O
cubierta	O
de	O
árboles	O
la	O
música	O
saldrá	O
de	O
vizcaínos	O
y	O
el	O
baile	O
de	O
tres	O
vizcaínas	O
con	O
panderos	O
y	O
un	O
vizcaíno	O
que	O
las	O
guíe	O
[Cantan]	O
Sea	O
bienvenida	O
la	O
reïna	O
linda	O
sea	O
bienvenida	O
Venga	O
el	O
sol	O
de	O
España	B-LOC
muy	O
enhorabuena	O
norabuena	O
venga	O
la	O
linda	O
señora	O
Sea	O
bienvenida	O
para	O
ser	O
Aurora	O
sea	O
bienvenida	O
de	O
Francia	B-LOC
dichosa	O
Sea	O
bienvenida	O
Guipúzcoa	B-LOC
la	O
adora	O
sea	O
bienvenida	O
provinciana	O
toda	O
que	O
no	O
vizcaína	O
Sea	O
bienvenida	O
la	O
reina	O
linda	O
sea	O
bienvenida	O
Filipe	O
divino	O
venga	O
norabuena	O
los	O
franceses	O
lirios	O
venga	O
norabuena	O
junte	O
a	O
sus	O
castillos	O
venga	O
norabuena	O
que	O
duren	O
mil	O
siglos	O
venga	O
norabuena	O
Mas	O
no	O
vizcaíno	O
guipuzcoano	O
sea	O
venga	O
norabuena	O
norabuena	O
venga	O
venga	O
norabuena	O
Muden	O
el	O
son	O
a	O
folías	O
Zure	O
vegi	O
ederro	O
en	O
el	O
astana	O
cativaturic	O
nave	O
librea	O
nintzana	O
En	O
bailando	O
esta	O
folía	O
diga	O
una	O
«zatoz	O
zatoz»	O
y	O
respóndale	O
«zatoz	O
Andrea	O
bai	O
bai	O
Andrea	O
zatoz	O
enekin»	O
y	O
otro	O
diga	O
«bai	O
jauna»	O
y	O
éntrense	O
con	O
regocijo	O
[Váyanse	O
los	O
músicos]	O
Salen	O
Rosela	O
y	O
Otavio	O
otavio	O
En	O
tanto	O
tiempo	O
puede	O
ser	O
Rosela	O
no	O
parecer	O
Marcelo	O
muerto	O
o	O
vivo	O
Sin	O
duda	O
de	O
tu	O
hermano	O
fue	O
cautela	O
Yo	O
como	O
en	O
bronce	O
en	O
la	O
memoria	O
escribo	O
la	O
ofensa	O
vil	O
del	O
que	O
una	O
vez	O
me	O
engaña	O
y	O
para	O
la	O
venganza	O
me	O
apercibo	O
Para	O
qué	O
vino	O
este	O
soldado	O
a	O
España	B-LOC
Qué	O
hace	O
aquí	O
pues	O
ya	O
sufrir	O
no	O
puedo	O
que	O
tenga	O
el	O
ocio	O
por	O
heroica	O
hazaña	O
Si	O
fue	O
a	O
Milán	B-LOC
don	O
Pedro	O
de	O
Toledo	B-LOC
favor	O
le	O
diera	O
yo	O
con	O
Su	O
Excelencia	O
La	O
patria	O
siempre	O
dio	O
pereza	O
y	O
miedo	O
Débele	O
de	O
agradar	O
la	O
diferencia	O
de	O
los	O
gustos	O
y	O
amigos	O
de	O
la	O
corte	O
y	O
no	O
querrá	O
sufrir	O
su	O
larga	O
ausencia	O
rosela	O
otavio	O
rosela	O
otavio	O
rosela	O
otavio	O
alférez	O
rosela	O
alférez	O
rosela	O
alférez	O
Quién	O
habrá	O
que	O
tu	O
cólera	O
reporte	O
tan	O
diferente	O
de	O
lo	O
que	O
él	O
merece	O
Qué	O
tiene	O
aquí	O
que	O
hacer	O
que	O
a	O
nadie	O
importe	O
El	O
venir	O
de	O
Milán	B-LOC
nos	O
encarece	O
y	O
viene	O
con	O
Marcelo	O
por	O
tesoro	O
que	O
en	O
forma	O
de	O
villano	O
se	O
me	O
ofrece	O
No	O
dudes	O
tú	O
de	O
que	O
han	O
partido	O
el	O
oro	O
Yo	O
pienso	O
que	O
te	O
engaña	O
la	O
codicia	O
contra	O
la	O
gravedad	O
de	O
tu	O
decoro	O
Yo	O
he	O
entendido	O
Rosela	O
su	O
malicia	O
no	O
será	O
más	O
mi	O
hijo	O
este	O
soldado	O
que	O
en	O
la	O
corte	O
profesa	O
la	O
milicia	O
De	O
casarte	O
desde	O
hoy	O
tendré	O
cuidado	O
tú	O
sola	O
eres	O
mi	O
hija	O
Guarde	O
el	O
cielo	O
P	O
tu	O
vida	O
pues	O
me	O
engañó	O
por	O
su	O
ocasión	O
Marcelo	O
Váyase	O
y	O
entre	O
Lisardo	O
Dura	O
Rosela	O
en	O
Otavio	O
el	O
enojo	O
sin	O
razón	O
Su	O
avarienta	O
condición	O
se	O
lamenta	O
de	O
tu	O
agravio	O
Dice	O
que	O
trajiste	O
aquí	O
a	O
Marcelo	O
disfrazado	O
y	O
que	O
el	O
oro	O
habéis	O
sacado	O
Bien	O
se	O
va	O
luciendo	O
en	O
mí	O
Dice	O
que	O
le	O
habéis	O
partido	O
pues	O
Marcelo	O
no	O
parece	O
Como	O
eso	O
hermana	O
merece	O
el	O
que	O
tan	O
cobarde	O
ha	O
sido	O
que	O
no	O
le	O
quitó	O
la	O
vida	O
Estoy	O
contra	O
tu	O
hermano	O
airado	O
rosela	O
alférez	O
rosela	O
alférez	O
rosela	O
alférez	O
rosela	O
pues	O
este	O
es	O
aquel	O
soldado	O
de	O
quien	O
estoy	O
agraviado	O
si	O
le	O
hay	O
después	O
de	O
una	O
herida	O
Mas	O
vive	O
Dios	O
que	O
yo	O
sea	O
tan	O
diligente	O
en	O
buscalle	O
sin	O
dejar	O
plaza	O
ni	O
calle	O
y	O
alguna	O
que	O
más	O
pasea	O
que	O
quede	O
mi	O
padre	O
presto	O
de	O
su	O
error	O
desengañado	O
Que	O
fue	O
Marcelo	O
el	O
soldado	O
que	O
en	O
tanto	O
rigor	O
te	O
ha	O
puesto	O
El	O
mismo	O
por	O
quien	O
estoy	O
en	O
confusión	O
tan	O
notable	O
Ya	O
es	O
tiempo	O
alférez	O
que	O
hable	O
pues	O
tu	O
misma	O
sangre	O
soy	O
en	O
otro	O
agravio	O
que	O
a	O
mí	O
me	O
ha	O
hecho	O
también	O
Marcelo	O
Agravio	O
a	O
ti	O
Quiso	O
el	O
cielo	O
Cómo	O
ansí	O
Saliendo	O
cierta	O
mañana	O
por	O
flores	O
a	O
ese	O
jardín	O
que	O
con	O
más	O
razón	O
pudieran	O
llamarle	O
huerto	O
pensil	O
pues	O
por	O
él	O
tienen	O
más	O
fama	O
ramilletes	O
de	O
Madrid	B-LOC
que	O
el	O
muro	O
de	O
Babilonia	B-LOC
Marcelo	O
me	O
vio	O
y	O
le	O
vi	O
Llegose	O
cortés	O
a	O
hablarme	O
ofreciéndome	O
servir	O
defenderme	O
alférez	O
rosela	O
de	O
aquella	O
calle	O
de	O
flores	O
no	O
sé	O
si	O
le	O
respondí	O
En	O
efeto	O
yo	O
tenía	O
a	O
Clara	O
vuelta	O
en	O
abril	O
de	O
retamas	O
y	O
de	O
rosas	O
con	O
que	O
a	O
casa	O
me	O
volví	O
A	O
cierta	O
hermosa	O
aldeana	O
unos	O
claveles	O
pedí	O
que	O
a	O
la	O
cuenta	O
del	O
suceso	O
Marcelo	O
debió	O
de	O
oír	O
Otro	O
día	O
un	O
cierto	O
Fabio	O
de	O
la	O
boca	O
del	O
rocín	O
en	O
que	O
anda	O
este	O
gentilhombre	O
y	O
como	O
él	O
hombre	O
gentil	O
en	O
traje	O
de	O
labrador	O
aunque	O
no	O
lo	O
conocí	O
me	O
trajo	O
los	O
que	O
esas	O
rejas	O
adornan	O
Bravo	O
fingir	O
Diome	O
un	O
papel	O
por	O
engaño	O
con	O
ignorancia	O
le	O
abrí	O
en	O
que	O
conocí	O
su	O
intento	O
si	O
bien	O
con	O
honesto	O
fin	O
Como	O
mi	O
padre	O
trazó	O
este	O
jardín	O
por	O
asir	O
el	O
cabello	O
a	O
la	O
ocasión	O
entró	O
disfrazado	O
aquí	O
alférez	O
rosela	O
alférez	O
rosela	O
alférez	O
rosela	O
alférez	O
rosela	O
lucindo	O
marcelo	O
Lo	O
que	O
te	O
ha	O
dicho	O
Fineo	O
yo	O
pienso	O
que	O
fue	O
fingir	O
que	O
entraba	O
a	O
buscar	O
tesoro	O
para	O
librarse	O
de	O
ti	O
porque	O
en	O
habiéndote	O
visto	O
cobarde	O
ha	O
dado	O
en	O
huïr	O
dejando	O
mi	O
amor	O
burlado	O
Luego	O
amor	O
le	O
tienes	O
Sí	O
Sí	O
Pues	O
qué	O
quieres	O
que	O
diga	O
Téngote	O
yo	O
de	O
mentir	O
Hago	O
juramento	O
al	O
cielo	O
santo	O
de	O
no	O
desceñir	O
la	O
espada	O
hasta	O
que	O
le	O
halle	O
que	O
si	O
le	O
busqué	O
por	O
mí	O
agora	O
por	O
ti	O
me	O
toca	O
Tal	O
maldad	O
se	O
ha	O
de	O
sufrir	O
Dónde	O
tienes	O
el	O
papel	O
Aquí	O
Muestra	O
Si	O
nací	O
con	O
honra	O
verás	O
agora	O
La	O
que	O
tengo	O
vive	O
en	O
ti	O
[Váyanse	O
Lisardo	O
y	O
Rosela]	O
Salen	O
Lucindo	O
Marcelo	O
y	O
Lauso	O
La	O
glosa	O
ha	O
sido	O
estremada	O
Por	O
estar	O
ya	O
de	O
partida	O
no	O
pudo	O
ser	O
más	O
lucida	O
más	O
vista	O
y	O
más	O
castigada	O
que	O
las	O
musas	O
con	O
espuelas	O
nunca	O
fueron	O
de	O
provecho	O
lauso	O
lucindo	O
marcelo	O
lauso	O
marcelo	O
Cómo	O
habláis	O
de	O
satisfecho	O
Todas	O
estas	O
son	O
cautelas	O
para	O
pedirnos	O
agora	O
lisonjas	O
Tenéis	O
razón	O
pues	O
hijas	O
las	O
musas	O
son	O
del	O
silencio	O
y	O
del	O
aurora	O
y	O
aquí	O
ni	O
le	O
puede	O
haber	O
ni	O
hay	O
mañana	O
en	O
que	O
escribir	O
Queréis	O
volverla	O
a	O
decir	O
Siempre	O
os	O
quiero	O
obedecer	O
por	O
una	O
enigma	O
tan	O
alta	O
triunfos	O
España	B-LOC
apercibe	O
pues	O
dando	O
lo	O
que	O
recibe	O
le	O
queda	O
lo	O
que	O
le	O
falta	O
Propuso	O
España	B-LOC
una	O
enigma	O
de	O
una	O
estrella	O
celestial	O
que	O
un	O
sol	O
coronado	O
anima	O
con	O
una	O
perla	O
oriental	O
que	O
el	O
cielo	O
por	O
lumbre	O
estima	O
Francia	B-LOC
que	O
la	O
frente	O
exalta	O
de	O
triunfos	O
y	O
lirios	O
de	O
oro	O
el	O
blasón	O
del	O
sol	O
esmalta	O
con	O
darle	O
otro	O
igual	O
tesoro	O
por	O
una	O
enigma	O
tan	O
alta	O
